# lastUpdated: 2026-09-16T11:08:45.392Z
CourseCode,Section,Faculty,CourseTime,TotalSeat,TakenSeat,RoomId,Room
CEE492,9,Mfq,TBA,0,0,0,TBA
CEE492,10,TMY,TBA,0,0,0,TBA
CEE492,11,NMSN,TBA,10,0,0,TBA
CEE492,12,AMW,TBA,0,0,0,TBA
CEE492,13,SAKM,TBA,0,0,0,TBA
CEE498,1,Sji,TBA,5,1,0,TBA
CEE498,2,Jbr,TBA,0,0,0,TBA
CEE498,3,Nzu,TBA,20,6,0,TBA
CEE498,4,Nmr,TBA,3,0,0,TBA
CEE498,5,Sbc,TBA,0,0,0,TBA
CEE498,6,Nem,TBA,6,3,0,TBA
CEE498,8,MMS4,TBA,0,0,0,TBA
CEE498,9,Mfq,TBA,10,2,0,TBA
CEE498,10,TMY,TBA,0,0,0,TBA
CEE498,11,NMSN,TBA,10,0,0,TBA
CEE498,12,AMW,TBA,0,0,0,TBA
CEE498,13,SAKM,TBA,0,0,0,TBA
CEE499A,1,Sji,TBA,10,0,0,TBA
CEE499A,2,Jbr,TBA,0,0,0,TBA
CEE499A,3,Nzu,TBA,18,8,0,TBA
CEE499A,4,Nmr,TBA,0,0,0,TBA
CEE499A,5,Sbc,TBA,0,0,0,TBA
CEE499A,6,Nem,TBA,6,0,0,TBA
CEE499A,7,SEq,TBA,0,0,0,TBA
CEE499A,8,MMS4,TBA,0,0,0,TBA
CEE499A,9,Mfq,TBA,5,0,0,TBA
CEE499A,10,TMY,TBA,0,0,0,TBA
CEE499A,11,NMSN,TBA,10,0,0,TBA
CEE499A,12,AMW,TBA,0,0,0,TBA
CEE499A,13,SAKM,TBA,0,0,0,TBA
CEE499A,14,TTA,TBA,0,0,0,TBA
CEE499A,15,AIKN,TBA,0,0,0,TBA
CEE499B,1,Sji,TBA,5,0,0,TBA
CEE499B,2,Jbr,TBA,11,0,0,TBA
CEE499B,3,Nzu,TBA,14,8,0,TBA
CEE499B,4,Nmr,TBA,5,0,0,TBA
CEE499B,5,Sbc,TBA,0,0,0,TBA
CEE499B,6,Nem,TBA,3,0,0,TBA
CEE499B,7,SEq,TBA,0,0,0,TBA
CEE499B,8,MMS4,TBA,0,0,0,TBA
CEE499B,9,Mfq,TBA,0,0,0,TBA
CEE499B,10,TMY,TBA,4,0,0,TBA
CEE499B,11,NMSN,TBA,10,1,0,TBA
CEE499B,12,AMW,TBA,11,0,0,TBA
CEE499B,13,SAKM,TBA,0,0,0,TBA
CEE499B,14,TTA,TBA,0,0,0,TBA
CEE499B,15,AIKN,TBA,0,0,0,TBA
CEE499C,1,Sji,TBA,5,0,0,TBA
CEE499C,2,Jbr,TBA,0,0,0,TBA
CEE499C,3,Nzu,TBA,14,6,0,TBA
CEE499C,4,Nmr,TBA,15,6,0,TBA
CEE499C,5,Sbc,TBA,0,0,0,TBA
CEE499C,6,Nem,TBA,0,0,0,TBA
CEE499C,7,SEq,TBA,10,3,0,TBA
CEE499C,8,MMS4,TBA,0,0,0,TBA
CEE499C,9,Mfq,TBA,0,0,0,TBA
CEE499C,10,TMY,TBA,16,0,0,TBA
CEE499C,11,NMSN,TBA,10,0,0,TBA
CEE499C,12,AMW,TBA,6,0,0,TBA
CEE499C,13,SAKM,TBA,0,0,0,TBA
CEE499C,14,TTA,TBA,0,0,0,TBA
CEE499C,15,AIKN,TBA,0,0,0,TBA
CHE101,1,SMd1,04:20 PM - 05:50 PM ST,40,22,27,SAC401
CHE101,2,MBE,08:00 AM - 09:30 AM MW,40,40,28,SAC402
CHE101,3,SZF,01:00 PM - 02:30 PM MW,30,30,369,Unknown
CHE101,4,ACN,04:20 PM - 05:50 PM MW,30,30,369,Unknown
CHE101,11,SOH,04:20 PM - 05:50 PM ST,80,42,135,OAT601
CHE101,13,ABI,08:00 AM - 09:30 AM RA,80,23,135,OAT601
CHE101,14,MABA,08:00 AM - 09:30 AM RA,81,81,136,OAT602
CHE101,15,MRKL,08:00 AM - 09:30 AM RA,40,29,27,SAC401
CHE101,16,MAZM,08:00 AM - 09:30 AM RA,40,40,32,SAC406
CHE101,17,ABI,09:40 AM - 11:10 AM RA,80,77,136,OAT602
CHE101,18,AYS,11:20 AM - 12:50 PM RA,80,80,135,OAT601
CHE101,19,MABA,11:20 AM - 12:50 PM RA,80,80,136,OAT602
CHE101,20,PYN,11:20 AM - 12:50 PM RA,40,40,28,SAC402
CHE101,21,Mtn2,11:20 AM - 12:50 PM RA,40,40,32,SAC406
CHE101,22,SZF,01:00 PM - 02:30 PM RA,40,40,30,SAC404
CHE101,23,SPR,01:00 PM - 02:30 PM RA,80,10,135,OAT601
CHE101,24,SNHT,01:00 PM - 02:30 PM RA,80,80,136,OAT602
CHE101,25,SNHT,02:40 PM - 04:10 PM RA,80,80,135,OAT601
CHE101,26,MRKL,04:20 PM - 05:50 PM RA,80,61,135,OAT601
CHE101,27,SMD1,08:00 AM - 09:30 AM ST,30,28,369,Unknown
CHE101,28,NKA,04:20 PM - 05:50 PM MW,35,35,27,SAC401
CHE101,29,NKA,06:00 PM - 07:30 PM MW,30,30,369,Unknown
CHE101,30,MAZM,11:20 AM - 12:50 PM RA,35,34,27,SAC401
CHE101,31,MASM,01:00 PM - 02:30 PM RA,40,40,32,SAC406
CHE101,32,SQU,02:40 PM - 04:10 PM RA,30,30,369,Unknown
CHE101,33,MTN2,02:40 PM - 04:10 PM RA,35,35,27,SAC401
CHE101,34,MASM,02:40 PM - 04:10 PM RA,40,40,28,SAC402
CHE101,35,SQU,04:20 PM - 05:50 PM RA,40,40,27,SAC401
CHE101,36,MTN2,04:20 PM - 05:50 PM RA,40,40,28,SAC402
CHE101,37,MMR3,04:20 PM - 05:50 PM RA,40,6,30,SAC404
CHE101,38,SFRS,04:20 PM - 05:50 PM RA,40,40,32,SAC406
CHE101,39,SMD1,09:40 AM - 11:10 AM ST,35,31,100,LIB907
CHE101,40,ACN,11:20 AM - 12:50 PM ST,30,30,370,Unknown
CHE101,41,ACN,01:00 PM - 02:30 PM ST,80,80,177,NAC211
CHE101,42,SOH,02:40 PM - 04:10 PM ST,35,32,100,LIB907
CHE101,43,MRKL,04:20 PM - 05:50 PM ST,35,31,100,LIB907
CHE101,44,FZD,04:20 PM - 05:50 PM ST,35,6,129,NAC214
CHE101,45,SPR,02:40 PM - 04:10 PM ST,35,29,129,NAC214
CHE101,46,SPR,04:20 PM - 05:50 PM ST,40,7,14,NAC509
CHE101,47,TBA,11:20 AM - 12:50 PM RA,30,10,369,Unknown
CHE101,48,TBA,01:00 PM - 02:30 PM RA,0,0,27,SAC401
CHE101,49,TBA,01:00 PM - 02:30 PM RA,30,11,369,Unknown
CHE101,50,MKR,08:00 AM - 09:30 AM MW,80,12,122,NAC415
CHE101,51,MBE,09:40 AM - 11:10 AM MW,80,80,177,NAC211
CHE101,52,MKR,09:40 AM - 11:10 AM MW,80,80,123,NAC311
CHE101,53,TBA,04:20 PM - 05:50 PM MW,0,0,129,NAC214
CHE101,55,LIZN,08:00 AM - 09:30 AM ST,45,45,45,SAC305
CHE101,56,LIZN,09:40 AM - 11:10 AM ST,40,40,52,SAC312
CHE101,57,LIZN,08:00 AM - 09:30 AM MW,35,35,52,SAC312
CHE101,58,FZD,06:00 PM - 07:30 PM MW,40,3,304,Unknown
CHE101L,1,MH1,11:20 AM - 02:20 PM M,10,10,211,SAC409
CHE101L,2,MH1,11:20 AM - 02:20 PM M,10,10,260,SAC409_V
CHE101L,3,MH1,02:40 PM - 05:40 PM M,10,10,211,SAC409
CHE101L,4,MH1,02:40 PM - 05:40 PM M,10,10,260,SAC409_V
CHE101L,5,MH1,11:20 AM - 02:20 PM T,10,10,211,SAC409
CHE101L,6,MH1,11:20 AM - 02:20 PM T,11,11,260,SAC409_V
CHE101L,7,PYN,02:40 PM - 05:40 PM T,10,10,211,SAC409
CHE101L,8,MALM,02:40 PM - 05:40 PM T,10,10,260,SAC409_V
CHE101L,9,MH1,11:20 AM - 02:20 PM W,10,10,211,SAC409
CHE101L,10,MH1,11:20 AM - 02:20 PM W,10,10,260,SAC409_V
CHE101L,11,MH1,02:40 PM - 05:40 PM W,10,10,211,SAC409
CHE101L,12,MH1,02:40 PM - 05:40 PM W,10,10,260,SAC409_V
CHE101L,13,HML,08:00 AM - 11:00 AM S,10,10,211,SAC409
CHE101L,14,HML,08:00 AM - 11:00 AM S,10,10,260,SAC409_V
CHE101L,15,MRKL,11:20 AM - 02:20 PM S,10,10,211,SAC409
CHE101L,16,MRKL,11:20 AM - 02:20 PM S,10,10,260,SAC409_V
CHE101L,17,ADP,02:40 PM - 05:40 PM S,10,10,211,SAC409
CHE101L,18,ADP,02:40 PM - 05:40 PM S,10,10,260,SAC409_V
CHE101L,19,MH1,08:00 AM - 11:00 AM M,10,10,211,SAC409
CHE101L,20,MH1,08:00 AM - 11:00 AM M,10,10,260,SAC409_V
CHE101L,21,HML,08:00 AM - 11:00 AM T,10,10,211,SAC409
CHE101L,22,HML,08:00 AM - 11:00 AM T,10,10,260,SAC409_V
CHE101L,23,ACN,08:00 AM - 11:00 AM W,10,10,211,SAC409
CHE101L,24,ACN,08:00 AM - 11:00 AM W,10,10,260,SAC409_V
CHE101L,25,MRKL,11:20 AM - 02:20 PM R,10,10,211,SAC409
CHE101L,26,MRKL,11:20 AM - 02:20 PM R,10,10,260,SAC409_V
CHE101L,27,MAZM,02:40 PM - 05:40 PM R,10,10,211,SAC409
CHE101L,28,MAZM,02:40 PM - 05:40 PM R,10,10,260,SAC409_V
CHE101L,29,MMR3,08:00 AM - 11:00 AM A,10,10,211,SAC409
CHE101L,30,MMR3,08:00 AM - 11:00 AM A,10,10,260,SAC409_V
CHE101L,31,MMR3,11:20 AM - 02:20 PM A,10,10,211,SAC409
CHE101L,32,MMR3,11:20 AM - 02:20 PM A,10,10,260,SAC409_V
CHE101L,33,PYN,02:40 PM - 05:40 PM A,10,10,211,SAC409
CHE101L,34,PYN,02:40 PM - 05:40 PM A,10,10,260,SAC409_V
CHE101L,35,MALM,08:00 AM - 11:00 AM S,10,10,326,SAC415B_V
CHE101L,36,FZD,11:20 AM - 02:20 PM S,10,10,321,SAC415B
CHE101L,37,FZD,11:20 AM - 02:20 PM S,10,10,326,SAC415B_V
CHE101L,38,FZD,08:00 AM - 11:00 AM T,10,10,321,SAC415B
CHE101L,39,FZD,08:00 AM - 11:00 AM T,10,10,326,SAC415B_V
CHE101L,40,FZD,11:20 AM - 02:20 PM T,10,10,321,SAC415B
CHE101L,41,FZD,11:20 AM - 02:20 PM T,10,10,326,SAC415B_V
CHE101L,42,MEH,08:00 AM - 11:00 AM R,10,10,321,SAC415B
CHE101L,43,MEH,08:00 AM - 11:00 AM R,10,10,326,SAC415B_V
CHE101L,44,MEH,08:00 AM - 11:00 AM A,10,10,321,SAC415B
CHE101L,45,MEH,08:00 AM - 11:00 AM A,10,10,326,SAC415B_V
CHE101L,46,MAZM,02:40 PM - 05:40 PM A,10,10,321,SAC415B
CHE101L,47,MALM,02:40 PM - 05:40 PM A,10,10,326,SAC415B_V
CHE101L,48,AVC,08:00 AM - 11:00 AM R,10,10,211,SAC409
CHE101L,49,AVC,08:00 AM - 11:00 AM R,10,10,260,SAC409_V
CHE201,1,ADP,01:00 PM - 02:30 PM ST,40,35,27,SAC401
CHE201,2,MKUN,08:00 AM - 09:30 AM MW,80,80,135,OAT601
CHE201,3,ADP,09:40 AM - 11:10 AM MW,80,69,136,OAT602
CHE201,4,ESD,02:40 PM - 04:10 PM MW,80,80,136,OAT602
CHE201,5,NRO,04:20 PM - 05:50 PM MW,80,80,135,OAT601
CHE201,6,SZF,08:00 AM - 09:30 AM RA,40,40,28,SAC402
CHE201,7,SZF,09:40 AM - 11:10 AM RA,30,30,369,Unknown
CHE201,8,ADP,11:20 AM - 12:50 PM MW,80,53,136,OAT602
CHE201,9,ADP,11:20 AM - 12:50 PM ST,80,33,177,NAC211
CHE201,10,ESD,02:40 PM - 04:10 PM ST,80,80,177,NAC211
CHE202,1,MKUN,09:40 AM - 11:10 AM ST,80,80,177,NAC211
CHE202,2,MIO,08:00 AM - 09:30 AM ST,40,40,28,SAC402
CHE202,3,MIO,01:00 PM - 02:30 PM MW,80,80,136,OAT602
CHE202,4,AYS,09:40 AM - 11:10 AM RA,80,80,135,OAT601
CHE202,5,MIO,01:00 PM - 02:30 PM ST,30,30,370,Unknown
CHE202,6,MIO,08:00 AM - 09:30 AM MW,80,80,177,NAC211
CHE202,7,TSHQ,01:00 PM - 02:30 PM MW,30,30,370,Unknown
CHE202L,1,MKUN,02:40 PM - 05:40 PM T,20,20,321,SAC415B
CHE202L,2,MIO,02:40 PM - 05:40 PM M,20,20,321,SAC415B
CHE202L,3,MIO,02:40 PM - 05:40 PM M,20,20,326,SAC415B_V
CHE202L,4,MIO,02:40 PM - 05:40 PM T,20,20,326,SAC415B_V
CHE202L,5,PYN,08:00 AM - 11:00 AM W,20,20,321,SAC415B
CHE202L,6,PYN,08:00 AM - 11:00 AM W,20,18,326,SAC415B_V
CHE202L,7,MIO,02:40 PM - 05:40 PM W,20,20,321,SAC415B
CHE202L,8,MIO,02:40 PM - 05:40 PM W,20,20,326,SAC415B_V
CHE202L,9,NRO,02:40 PM - 05:40 PM R,20,20,321,SAC415B
CHE202L,10,NRO,02:40 PM - 05:40 PM R,20,20,326,SAC415B_V
CHE202L,11,TSHQ,11:20 AM - 02:20 PM A,20,20,321,SAC415B
CHE202L,12,TSHQ,11:20 AM - 02:20 PM A,20,20,326,SAC415B_V
CHE203,1,MKUN,01:00 PM - 02:30 PM ST,80,80,135,OAT601
CHE203,2,MKUN,01:00 PM - 02:30 PM MW,80,80,135,OAT601
CHE203,3,TSHQ,09:40 AM - 11:10 AM RA,40,35,27,SAC401
CHE203,5,TSHQ,02:40 PM - 04:10 PM RA,40,40,32,SAC406
CHE203L,1,MKUN,02:40 PM - 05:40 PM S,20,20,321,SAC415B
CHE203L,2,MKUN,02:40 PM - 05:40 PM S,20,20,326,SAC415B_V
CHE203L,3,SZF,08:00 AM - 11:00 AM M,20,20,321,SAC415B
CHE203L,4,SZF,08:00 AM - 11:00 AM M,20,18,326,SAC415B_V
CHE203L,5,THT,11:20 AM - 02:20 PM M,20,20,321,SAC415B
CHE203L,6,THT,11:20 AM - 02:20 PM M,20,17,326,SAC415B_V
CHE203L,7,THT,11:20 AM - 02:20 PM W,20,14,321,SAC415B
CHE203L,8,THT,11:20 AM - 02:20 PM W,20,14,326,SAC415B_V
CHE203L,9,TSHQ,11:20 AM - 02:20 PM R,20,20,321,SAC415B
CHE203L,10,TSHQ,11:20 AM - 02:20 PM R,20,11,326,SAC415B_V
CHN101,1,Rbt,11:20 AM - 12:50 PM ST,40,40,144,NAC990
CHN101,2,Rbt,02:40 PM - 04:10 PM ST,40,40,23,NAC207
CHN101,3,AzH1,08:00 AM - 09:30 AM RA,40,40,58,NAC302
CHN101,4,AzH1,09:40 AM - 11:10 AM RA,40,40,20,NAC309
CHN101,5,AzH1,01:00 PM - 02:30 PM RA,40,40,64,NAC308
CHN201,1,Rbt,02:40 PM - 04:10 PM MW,40,38,23,NAC207
CHN201,2,Rbt,04:20 PM - 05:50 PM MW,40,20,341,NAC515
CSE101,1,MSLK,08:00 AM - 09:30 AM ST,38,36,51,SAC311
CSE101,2,SvA,01:00 PM - 02:30 PM MW,38,37,189,LIB611
CSE115,1,NvA,08:00 AM - 09:30 AM ST,38,38,48,SAC308
CSE115,2,NvA,09:40 AM - 11:10 AM ST,38,38,48,SAC308
CSE115,3,RjP,09:40 AM - 11:10 AM ST,38,38,50,SAC310
CSE115,4,MSRb,11:20 AM - 12:50 PM RA,38,38,46,SAC306
CSE115,5,NLH,02:40 PM - 04:10 PM MW,38,37,179,LIB605
CSE115,6,MLE,01:00 PM - 02:30 PM MW,38,36,178,LIB604
CSE115,7,MLE,02:40 PM - 04:10 PM MW,38,35,180,LIB606
CSE115,8,HSM,09:40 AM - 11:10 AM MW,38,37,189,LIB611
CSE115,9,HSM,02:40 PM - 04:10 PM RA,38,36,51,SAC311
CSE115,10,TnS1,02:40 PM - 04:10 PM MW,38,38,181,LIB607
CSE115,11,TnS1,04:20 PM - 05:50 PM MW,38,38,188,LIB610
CSE115,12,SMSL,08:00 AM - 09:30 AM RA,38,37,50,SAC310
CSE115,13,FTH,08:00 AM - 09:30 AM MW,38,35,51,SAC311
CSE115,14,TBA,04:20 PM - 05:50 PM RA,38,35,187,LIB609
CSE115,16,OISD,01:00 PM - 02:30 PM ST,38,38,189,LIB611
CSE115,17,RSy,08:00 AM - 09:30 AM ST,38,36,55,SAC207
CSE115,18,MHIS,11:20 AM - 12:50 PM ST,38,36,189,LIB611
CSE115,19,SUS,11:20 AM - 12:50 PM MW,38,35,188,LIB610
CSE115,20,TBA,04:20 PM - 05:50 PM ST,38,37,155,SAC205
CSE115,21,Shaifur,11:20 AM - 12:50 PM RA,38,37,48,SAC308
CSE115,22,Shaifur,01:00 PM - 02:30 PM RA,38,35,48,SAC308
CSE115L,1,NvA,11:20 AM - 12:50 PM ST,38,37,188,LIB610
CSE115L,2,NvA,01:00 PM - 02:30 PM ST,38,37,188,LIB610
CSE115L,3,RjP,01:00 PM - 02:30 PM ST,38,38,180,LIB606
CSE115L,4,MSRb,09:40 AM - 11:10 AM RA,38,38,164,LIB602
CSE115L,5,NLH,04:20 PM - 05:50 PM MW,38,37,179,LIB605
CSE115L,6,MLE,11:20 AM - 12:50 PM MW,38,36,178,LIB604
CSE115L,7,MLE,04:20 PM - 05:50 PM MW,38,35,180,LIB606
CSE115L,8,HSM,11:20 AM - 12:50 PM MW,38,37,189,LIB611
CSE115L,9,HSM,11:20 AM - 12:50 PM RA,38,35,165,LIB603
CSE115L,10,TnS1,11:20 AM - 12:50 PM MW,38,32,165,LIB603
CSE115L,11,TnS1,01:00 PM - 02:30 PM MW,38,38,165,LIB603
CSE115L,12,SMSL,09:40 AM - 11:10 AM RA,38,37,165,LIB603
CSE115L,13,FTH,11:20 AM - 12:50 PM MW,38,29,164,LIB602
CSE115L,14,TBA,01:00 PM - 02:30 PM RA,38,32,187,LIB609
CSE115L,16,OISD,04:20 PM - 05:50 PM ST,38,28,189,LIB611
CSE115L,17,RSy,09:40 AM - 11:10 AM ST,38,36,164,LIB602
CSE115L,18,MHIS,08:00 AM - 09:30 AM ST,38,28,189,LIB611
CSE115L,19,SUS,01:00 PM - 02:30 PM MW,38,29,188,LIB610
CSE115L,20,TBA,02:40 PM - 04:10 PM ST,38,36,189,LIB611
CSE115L,21,TBA,02:40 PM - 04:10 PM RA,38,31,164,LIB602
CSE115L,22,TBA,04:20 PM - 05:50 PM RA,38,25,164,LIB602
CSE145,1,TBA,04:20 PM - 05:50 PM RA,38,30,72,NAC204
CSE146,1,Auq,09:40 AM - 11:10 AM MW,38,11,165,LIB603
CSE173,1,SLE,09:40 AM - 11:10 AM MW,38,34,50,SAC310
CSE173,2,MSK1,01:00 PM - 02:30 PM ST,38,35,50,SAC310
CSE173,3,MSK1,02:40 PM - 04:10 PM ST,38,35,50,SAC310
CSE173,4,MSRb,02:40 PM - 04:10 PM MW,38,35,165,LIB603
CSE173,5,SSI,02:40 PM - 04:10 PM ST,38,36,187,LIB609
CSE173,6,MLE,01:00 PM - 02:30 PM ST,38,35,67,SAC210
CSE173,7,MLE,02:40 PM - 04:10 PM ST,38,35,178,LIB604
CSE173,8,SvA,08:00 AM - 09:30 AM ST,38,38,47,SAC307
CSE173,9,SvA,08:00 AM - 09:30 AM MW,38,37,200,SAC316
CSE173,10,TnF,04:20 PM - 05:50 PM ST,38,35,48,SAC308
CSE173,11,ITN,11:20 AM - 12:50 PM RA,38,35,67,SAC210
CSE173,12,TBA,02:40 PM - 04:10 PM RA,38,36,187,LIB609
CSE173,14,TBA,11:20 AM - 12:50 PM RA,38,35,66,SAC209
CSE173,15,ITN,01:00 PM - 02:30 PM RA,38,35,66,SAC209
CSE215,1,RRn,11:20 AM - 12:50 PM ST,38,32,50,SAC310
CSE215,2,RRn,02:40 PM - 04:10 PM MW,38,36,48,SAC308
CSE215,3,RjP,09:40 AM - 11:10 AM MW,38,35,46,SAC306
CSE215,4,SfR1,09:40 AM - 11:10 AM RA,38,36,162,SAC511
CSE215,5,SvA,08:00 AM - 09:30 AM RA,38,36,162,SAC511
CSE215,6,HSM,02:40 PM - 04:10 PM MW,38,36,189,LIB611
CSE215,7,RIH,02:40 PM - 04:10 PM ST,38,35,179,LIB605
CSE215,8,MUO,01:00 PM - 02:30 PM ST,38,36,151,SAC502
CSE215,9,MUO,04:20 PM - 05:50 PM ST,38,35,180,LIB606
CSE215,10,MHIS,09:40 AM - 11:10 AM RA,38,36,66,SAC209
CSE215,11,MFT,11:20 AM - 12:50 PM ST,38,35,67,SAC210
CSE215,12,TBA,08:00 AM - 09:30 AM ST,0,0,247,NAC1078
CSE215,13,TBA,08:00 AM - 09:30 AM ST,0,0,36,NAC403
CSE215,14,TBA,09:40 AM - 11:10 AM ST,38,35,181,LIB607
CSE215L,1,RRn,02:40 PM - 04:10 PM ST,38,35,164,LIB602
CSE215L,2,RRn,04:20 PM - 05:50 PM MW,38,36,164,LIB602
CSE215L,3,RjP,01:00 PM - 02:30 PM MW,38,28,164,LIB602
CSE215L,4,SfR1,08:00 AM - 09:30 AM RA,38,33,164,LIB602
CSE215L,5,SvA,11:20 AM - 12:50 PM RA,38,36,164,LIB602
CSE215L,6,HSM,04:20 PM - 05:50 PM MW,38,34,189,LIB611
CSE215L,7,RIh,11:20 AM - 12:50 PM ST,38,36,164,LIB602
CSE215L,8,MUO,11:20 AM - 12:50 PM ST,38,30,165,LIB603
CSE215L,9,MUO,09:40 AM - 11:10 AM ST,38,23,180,LIB606
CSE215L,10,MHIS,11:20 AM - 12:50 PM RA,38,35,187,LIB609
CSE215L,11,MFT,02:40 PM - 04:10 PM ST,38,34,165,LIB603
CSE215L,12,TBA,09:40 AM - 11:10 AM ST,0,0,179,LIB605
CSE215L,13,MAY,11:20 AM - 12:50 PM ST,0,0,187,LIB609
CSE215L,14,TBA,01:00 PM - 02:30 PM ST,38,32,187,LIB609
CSE225,1,RjP,11:20 AM - 12:50 PM ST,38,32,200,SAC316
CSE225,2,RIH,04:20 PM - 05:50 PM ST,38,34,144,NAC990
CSE225,4,MUO,04:20 PM - 05:50 PM MW,38,37,181,LIB607
CSE225,5,IqN,02:40 PM - 04:10 PM RA,38,35,200,SAC316
CSE225,6,FTH,09:40 AM - 11:10 AM MW,38,35,164,LIB602
CSE225,8,TBA,08:00 AM - 09:30 AM RA,38,35,179,LIB605
CSE225,10,Shafiur,04:20 PM - 05:50 PM ST,38,35,51,SAC311
CSE225,11,MHIS,01:00 PM - 02:30 PM RA,38,35,146,NAC992
CSE225L,1,RjP,02:40 PM - 04:10 PM ST,38,31,180,LIB606
CSE225L,2,Rih,01:00 PM - 02:30 PM ST,38,33,164,LIB602
CSE225L,4,MUO,06:00 PM - 07:30 PM MW,38,37,181,LIB607
CSE225L,5,IqN,08:00 AM - 09:30 AM RA,38,34,165,LIB603
CSE225L,6,FTH,02:40 PM - 04:10 PM MW,38,35,187,LIB609
CSE225L,8,TBA,09:40 AM - 11:10 AM RA,38,35,179,LIB605
CSE225L,10,TBA,02:40 PM - 04:10 PM MW,38,35,164,LIB602
CSE225L,11,MHIS,02:40 PM - 04:10 PM RA,38,35,165,LIB603
CSE231,1,ALHQ,08:00 AM - 09:30 AM ST,38,35,162,SAC511
CSE231,2,ALHQ,11:20 AM - 12:50 PM ST,38,36,162,SAC511
CSE231,3,SLE,11:20 AM - 12:50 PM MW,38,37,50,SAC310
CSE231,4,TnR,09:40 AM - 11:10 AM ST,38,35,162,SAC511
CSE231,5,TnR,11:20 AM - 12:50 PM ST,38,35,55,SAC207
CSE231,6,NJL,09:40 AM - 11:10 AM RA,38,35,46,SAC306
CSE231,7,NJL,11:20 AM - 12:50 PM RA,38,35,47,SAC307
CSE231,8,TnF,08:00 AM - 09:30 AM ST,38,35,46,SAC306
CSE231,9,TNF,01:00 PM - 02:30 PM ST,38,35,192,SAC503
CSE231,10,HSM,01:00 PM - 02:30 PM RA,38,35,51,SAC311
CSE231,11,KMM,04:20 PM - 05:50 PM MW,38,35,200,SAC316
CSE231,12,Mkl,01:00 PM - 02:30 PM ST,38,34,55,SAC207
CSE231,13,KSE,01:00 PM - 02:30 PM ST,38,36,147,NAC993
CSE231,15,MSLK,08:00 AM - 09:30 AM RA,38,35,47,SAC307
CSE231L,1,ALHQ,02:40 PM - 05:50 PM S,38,34,184,SAC507
CSE231L,2,ALHQ,02:40 PM - 05:50 PM T,38,35,184,SAC507
CSE231L,3,SLE,02:40 PM - 05:50 PM M,38,37,184,SAC507
CSE231L,4,TNR,02:40 PM - 05:50 PM S,38,35,307,SAC801
CSE231L,5,TNR,02:40 PM - 05:50 PM T,38,35,307,SAC801
CSE231L,6,NJL,02:40 PM - 05:50 PM R,38,35,184,SAC507
CSE231L,7,NJL,02:40 PM - 05:50 PM A,38,34,184,SAC507
CSE231L,8,TNF,11:20 AM - 02:30 PM M,38,35,184,SAC507
CSE231L,9,TNF,02:40 PM - 05:50 PM R,38,35,307,SAC801
CSE231L,10,HSM,08:00 AM - 11:10 AM A,38,35,184,SAC507
CSE231L,11,KMM,08:00 AM - 11:10 AM R,38,35,184,SAC507
CSE231L,12,Mkl,08:00 AM - 11:10 AM T,38,34,184,SAC507
CSE231L,13,KSE,08:00 AM - 11:10 AM S,38,36,184,SAC507
CSE231L,15,MSLK,08:00 AM - 11:10 AM W,38,35,184,SAC507
CSE273,1,ARa2,09:40 AM - 11:10 AM ST,38,36,200,SAC316
CSE273,2,ARa2,11:20 AM - 12:50 PM ST,38,33,66,SAC209
CSE273,3,SMSL,08:00 AM - 09:30 AM ST,38,35,65,SAC203
CSE273,4,MHIS,09:40 AM - 11:10 AM ST,38,35,165,LIB603
CSE273,5,TBA,09:40 AM - 11:10 AM RA,0,0,178,LIB604
CSE273,6,TBA,09:40 AM - 11:10 AM ST,38,34,45,SAC305
CSE273,7,TBA,08:00 AM - 09:30 AM ST,38,35,198,SAC314
CSE299,1,SFR21,08:00 AM - 09:30 AM S,21,21,192,SAC503
CSE299,2,SFR1,02:40 PM - 04:10 PM S,21,21,182,LIB608
CSE299,3,MSRb,11:20 AM - 12:50 PM M,21,20,179,LIB605
CSE299,5,NLH,01:00 PM - 02:30 PM R,21,20,179,LIB605
CSE299,6,NLH,09:40 AM - 11:10 AM W,21,1,188,LIB610
CSE299,7,MLE,09:40 AM - 11:10 AM M,21,21,182,LIB608
CSE299,8,ITN,02:40 PM - 04:10 PM A,21,21,182,LIB608
CSE299,9,ITN,04:20 PM - 05:50 PM A,21,21,182,LIB608
CSE299,10,TNS1,02:40 PM - 04:10 PM A,21,21,180,LIB606
CSE299,11,MUO,01:00 PM - 02:30 PM M,21,21,179,LIB605
CSE299,12,OISD,09:40 AM - 11:10 AM M,21,21,188,LIB610
CSE299,13,SMSL,11:20 AM - 12:50 PM S,21,21,181,LIB607
CSE299,14,SMSL,01:00 PM - 02:30 PM S,21,21,181,LIB607
CSE299,15,AFE,11:20 AM - 12:50 PM R,21,21,182,LIB608
CSE311,1,NLH,08:00 AM - 09:30 AM RA,38,35,67,SAC210
CSE311,2,NLH,09:40 AM - 11:10 AM RA,38,37,67,SAC210
CSE311,3,TnS1,04:20 PM - 05:50 PM RA,38,38,162,SAC511
CSE311,4,RIH,04:20 PM - 05:50 PM MW,38,20,178,LIB604
CSE311,5,FTH,08:00 AM - 09:30 AM RA,38,35,48,SAC308
CSE311,6,FTH,09:40 AM - 11:10 AM RA,38,35,50,SAC310
CSE311,7,TBA,11:20 AM - 12:50 PM RA,38,34,200,SAC316
